,ks_state,game_name,blurb,game_id,money_pledged,backers_count,location_id,money_goal,month_created,day_created,hour_created,month_launched,day_launched,hour_launched,month_end,day_end,hour_end,month_obtained,day_obtained,date_created_epoch,date_launched_epoch,date_end_epoch
3538,live,I Am The Fourth Wall - Asymmetrical Cthulhu Horror Card Game,A strategic game for 1-7 players. Choose your way to play as you face down the eldritch horrors from the mind of H.P. Lovecraft.,1975194845,81871.0,1696,1100661.0,13000,2,3,0,4,18,13,5,17,13,05,17,1517635805,1524070813,1526576413
39798,successful,I Am The Fourth Wall - Asymmetrical Cthulhu Horror Card Game,A strategic game for 1-7 players. Choose your way to play as you face down the eldritch horrors from the mind of H.P. Lovecraft.,1975194845,86521.0,1791,1100661.0,13000,2,3,0,4,18,13,5,17,13,03,14,1517635805,1524070813,1526576413
1637,live,The Neverland Rescue by Scott Almes,An asymmetrical 2p only game; one player is Peter Pan & one is Captain Hook. Who will win this ~45 min battle for control of Neverland?,1932659923,5328.0,162,2482949.0,10300,2,3,10,5,8,8,6,7,21,05,17,1517671952,1525780955,1528419600
40094,successful,The Neverland Rescue by Scott Almes,An asymmetrical 2p only game; one player is Peter Pan & one is Captain Hook. Who will win this ~45 min battle for control of Neverland?,1932659923,10631.0,298,2482949.0,10300,2,3,10,5,8,8,6,7,21,03,14,1517671952,1525780955,1528419600
34699,successful,Fantasy Football Slavic Team,A collection of miniatures with the best Slavic models for your fantasy football games.,257824790,5109.0,73,523920.0,3000,2,3,12,3,1,10,3,25,10,02,14,1517680101,1519919739,1521989739
5951,live,The Steel Road: Exotic Weapons for 5th Edition,"Role playing game source book ~ 50 exotic weapons and 50 Enchanted Weapons in one beautiful book for 5th Edition D&D

RPG DnD Fantasy",1467101766,3188.01,174,2406903.0,1000,2,3,13,5,24,18,6,21,18,06,14,1517681284,1527202755,1529621955
38857,successful,The Steel Road: Exotic Weapons for 5th Edition,"Role playing game source book ~ 50 exotic weapons and 50 Enchanted Weapons in one beautiful book for 5th Edition D&D

RPG DnD Fantasy",1467101766,4247.01,236,2406903.0,1000,2,3,13,5,24,18,6,21,18,03,14,1517681284,1527202755,1529621955
32248,successful,Character sheets for d&d 1st and 2nd Edition,Good and complete sheets for Dungeon & Dragon 1st and 2nd Edition are hard to find. Here are the ones I made for you guys!,1090323762,1545.0,44,4389.0,825,2,3,15,2,3,18,2,27,18,01,17,1517691113,1517699572,1519773172
7132,live,Patto Cat the visual challenge card game!,Even designer may lose! More than 40 Tricky Patterns to challenge your brain & eye. Let's race and see how many fish you can catch!,593234995,29410.0,86,2165352.0,25000,2,4,1,5,20,22,6,19,22,06,14,1517726473,1526869509,1529461509
39879,successful,Patto Cat the visual challenge card game!,Even designer may lose! More than 40 Tricky Patterns to challenge your brain & eye. Let's race and see how many fish you can catch!,593234995,32160.0,96,2165352.0,25000,2,4,1,5,20,22,6,19,22,03,14,1517726473,1526869509,1529461509
29471,successful,Cooks & Crooks - Experience the satisfaction of ruining food,Put the proverbial fly in other player's soup! Discover who is the most crooked cook in this family game.,1121670167,502580.0,703,55895653.0,80000,2,4,2,2,13,8,3,8,14,01,17,1517728498,1518530371,1520535600
34131,successful,The King Is Dead: a Roleplaying Party Game,"A party game for roleplayers and non-roleplayers. Fight with your friends, fall in love with your enemies, and seize the crown!",19127006,35388.0,862,2414303.0,16000,2,4,7,4,2,17,5,2,17,02,14,1517747886,1522705125,1525297125
30553,successful,Alphas - A Superhero Miniatures Game,"Alphas is a tactical superhero themed game with Graphic Novels, a Progressive Story, Objective Skirmishes & Highly Detailed Miniatures!",92111759,29028.99,294,2452078.0,22500,2,4,11,2,13,12,3,15,12,01,17,1517762574,1518541223,1521129623
33573,successful,"Swords & Sails, Rewrite History in 1000 AD",Swords & Sails is an epic conquest and diplomacy game about leading your armies and fleets through medieval Europe in 1000 AD.,912117581,28247.0,262,2358820.0,20000,2,4,12,3,28,12,4,29,0,02,14,1517765009,1522253318,1524974400
35963,successful,Operation: Deep Freeze - A Top Secret:NWO Adventure,A project in Latvia was put on Deep Freeze when the Soviets pulled out. Time is now critical for ICON to secure it before it thaws.,1482886155,8500.0,434,2388929.0,1000,2,4,20,3,13,17,4,12,22,02,14,1517794060,1520976106,1523584800
31567,successful,Mansplain It! The Card Game Experience.,"Introducing Mansplain It! The Card Game, an interactive party game of difficult concepts and, well, actually I'm not sure you're really",153433105,4746.0,115,2357024.0,3000,2,5,0,2,5,10,3,7,10,01,17,1517807978,1517844970,1520436970
3592,live,SuperAge Role Playing Game,"SuperAge is a table top role playing game. Create any hero you can dream of, at any power level. Inspired by the Apocalypse.",835988001,2860.0,88,2358820.0,1800,2,5,1,5,9,12,6,8,12,05,17,1517811856,1525881926,1528473926
38234,successful,SuperAge Role Playing Game,"SuperAge is a table top role playing game. Create any hero you can dream of, at any power level. Inspired by the Apocalypse.",835988001,6934.0,208,2358820.0,1800,2,5,1,5,9,12,6,8,12,03,14,1517811856,1525881926,1528473926
36411,successful,Aquilae: Western Realm Gazetteer (Pathfinder/5E),"Maps, characters, items, gods, history, and lore describing a richly-detailed fantasy campaign setting in the world of Dark Obelisk.",1964493182,8872.0,81,2444567.0,5000,2,5,8,3,6,15,5,5,15,02,14,1517838148,1520368330,1525548730
35087,successful,The Shadow Over Dunsmore Point. 5th ed D&D adventure,The Shadow over Dunsmore Point is a Mythos inspired adventure landscape  for the 5th ed D&D rpg. It is for 4-6 1st level PCs.,897467783,3629.0,470,18114.0,700,2,5,9,3,14,5,4,13,5,02,14,1517840281,1521018488,1523610488
34391,successful,alphaTUB | The World’s First Dynamic Alphabet Peg Board,"The perfect toddler’s tool that is powered by creativity, intelligence, and an app built for learning",1500547367,30650.0,217,2429187.0,30000,2,5,15,3,12,11,4,26,11,02,14,1517860867,1520867524,1524755524
30715,successful,Oh Cluck! - The Barnyard Brawl - RELAUNCH,"Oh Cluck! is a Dual Deck Card Game for 2-6 players where you'll assemble a coop of Roosters, a hand of Actions and BRAWL!",181829848,4828.0,51,2444995.0,4000,2,5,20,2,20,12,3,23,12,01,17,1517879289,1519146192,1521820992
29800,successful,Dare Duel - A Sexy Truth or Dare Game for Couples,Dare Duel is a card game where two or more players combine words and phrases to create unique sexy questions and dares for each other.,1528468334,99080.0,199,906057.0,80000,2,5,21,2,22,11,3,27,23,01,17,1517884620,1519315200,1522206000
42683,successful,Out of Sorts - A game for creative kids of all ages,"A beautiful, laser-engraved mix-n-match game designed to encourage creativity, imagination, and tons of fun!",355511486,10689.0,168,12589335.0,10000,2,5,21,6,19,7,7,19,7,04,18,1517884686,1529406470,1531998470
10835,live,Out of Sorts - A game for creative kids of all ages,"A beautiful, laser-engraved mix-n-match game designed to encourage creativity, imagination, and tons of fun!",355511486,5918.0,90,12589335.0,10000,2,5,21,6,19,7,7,19,7,07,12,1517884686,1529406470,1531998470
29547,successful,Blackwater Gulch: Minions & Monsters,"Blackwater Gulch is a Western Horror Skirmish Game, set in a late 1800's alternate world where things certainly do go bump in the night",1923744519,12154.0,176,2471217.0,11000,2,5,21,2,13,11,3,6,22,01,17,1517885988,1518540701,1520391600
33825,successful,Daedalus Quick-Start Game Inserts 2018,"Here at Daedalus, we design with 3 goals in mind:
1. Quick Setup & Cleanup
2. High-Quality Materials and Finishes
3. Thematic Design",2115661250,85280.0,1093,2523280.0,25000,2,5,23,3,6,0,3,24,0,02,14,1517890030,1520315696,1521864000
9274,live,Deck Derby - Racing on the Dead Seas of Daeregon,Deck Derby is a fast paced racing game in the Dead Seas fantasy realm. Racers use unique dice drafting mechanics to upgrade and win!,119009632,1494.0,24,2352491.0,15000,2,5,23,6,14,13,7,14,13,07,12,1517892294,1528996183,1531588183
32843,successful,Dice Throne: Season Two!,"A heart-pumping, fast-playing game of skilled card play & dice manipulation that will have your game nights cheering!",84616861,930500.5,7754,8775.0,75000,2,5,23,2,14,12,3,9,11,01,17,1517892905,1518627617,1520614260
24004,live,Ancient Worldship corridors,Bringing alien themed science fiction terrain to the tabletop.,1681059419,1672.32,39,1100968.0,4000,2,6,4,10,26,21,11,25,21,11,15,1517910446,1540605109,1543200709
33652,successful,Spillover: A Peak Oil Expansion,"The first expansion for the tabletop hit Peak Oil introduces gameplay variants & new markers, adding octanes to your gaming experience!",512049197,16804.0,660,753692.0,3000,2,6,6,3,1,6,3,26,6,02,14,1517917349,1519905341,1522061741
36557,successful,Factious Waste: printed rulebook for miniature skirmish game,In the not-so-distant future gangs fight for survival in this strategic skirmish game. Narrative campaigns grow and develop your gangs.,639481115,1351.0,35,13963.0,500,2,6,8,3,16,13,4,2,15,02,14,1517924029,1521220735,1522695600
33013,successful,Alpha Dice Set by Dice Envy,Dice Envy is proud to present it's first set of custom dice. The Alpha Set is a sci-fi inspired d20 masterpiece!,1079613574,5082.0,190,2442047.0,5000,2,6,11,2,17,1,3,19,1,01,17,1517934250,1518848114,1521436514
29183,successful,Game Boy Geek - Season 6 - 2018,The Game Boy Geek helps you find & enjoy the next board game you'll love.,1237227081,30695.0,665,2410128.0,20000,2,6,12,2,12,2,3,14,2,01,17,1517936444,1518419096,1521007496
33880,successful,Guardian's Gambit,2-player Card combat that you can take and play anywhere without a table!,1860031630,6459.0,261,2380358.0,5000,2,6,12,2,28,0,3,30,0,02,14,1517938245,1519794810,1522383210
36908,successful,Sorcerer City Board Game,"A board game that combines tile laying, deck building, a casual timed element, and a lot of strategic planning.",1733462690,218559.8,3199,2508913.0,30000,2,6,18,3,6,9,3,30,17,02,14,1517960577,1520344868,1522443600
29110,successful,Halfsies Bulk Dice - Appease the Fist!,Kickstarter's first ever 'Bulk Dice' campaign.  Find us at www.gatekeepergaming.com after the campaign to get yours.,787705785,15380.0,289,2353129.0,2100,2,7,0,2,27,11,3,20,0,01,17,1517979625,1519750716,1521518400
33192,successful,Pacific Rim: Extinction,An explosive game of Jaeger vs. Kaiju battles where you’ll fight with huge painted miniatures.,24111287,182978.0,1290,30720.0,35000,2,7,7,3,12,9,4,4,17,02,14,1518005160,1520859601,1522875600
6825,live,Stonehaven Adventurers 2018,"28 mm Pewter Miniatures: Heroes from all walks of life for tabletop wargames, dungeon crawling, role-playing games, and hobby painting.",1620008205,17600.0,375,2482949.0,5000,2,7,9,5,22,21,6,22,21,06,14,1518012148,1527038819,1529717400
38848,successful,Stonehaven Adventurers 2018,"28 mm Pewter Miniatures: Heroes from all walks of life for tabletop wargames, dungeon crawling, role-playing games, and hobby painting.",1620008205,34274.0,558,2482949.0,5000,2,7,9,5,22,21,6,22,21,03,14,1518012148,1527038819,1529717400
10436,live,The Abandons - A Solo Labyrinth Escape Game,"A solitaire game of labyrinth escape. Portable, simple to learn and unique each time you play!",129878203,10319.0,522,2438748.0,12885,2,7,11,7,3,10,8,2,10,07,12,1518020249,1530626430,1533218430
42985,successful,The Abandons - A Solo Labyrinth Escape Game,"A solitaire game of labyrinth escape. Portable, simple to learn and unique each time you play!",129878203,21032.0,1069,2438748.0,12885,2,7,11,7,3,10,8,2,10,04,18,1518020249,1530626430,1533218430
31022,successful,Sash and Saber 28mm French and Indian War Miniatures,Comprehensive range of 28mm French and Indian War miniatures  intended for wargamers and collectors.,372435817,14636.0,100,2478307.0,3000,2,7,11,2,18,13,3,20,13,01,17,1518022680,1518978071,1521566471
30020,successful,Sonic the Hedgehog: Battle Racers,"A Pre-painted Miniatures Racing Board Game for 1 - 5 players. Race past Badniks and Bosses, collecting Rings in a sprint to the finish.",1824469129,138351.01,1085,2442047.0,50000,2,7,12,2,7,16,3,2,22,01,17,1518023276,1518039376,1520046000
42705,successful,Pestilence - Fantasy Miniatures of filth in 28mm,"Pestilence - a highly detailed range of puss filled, scab sore, saggy boil and filth ridden miniatures and gaming pieces.",1332728683,1500.0,36,31686.0,500,2,7,15,6,1,14,6,29,14,04,18,1518035642,1527877079,1530296279
6477,live,Pestilence - Fantasy Miniatures of filth in 28mm,"Pestilence - a highly detailed range of puss filled, scab sore, saggy boil and filth ridden miniatures and gaming pieces.",1332728683,513.0,21,31686.0,500,2,7,15,6,1,14,6,29,14,06,14,1518035642,1527877079,1530296279
2994,live,Court of the Dead: Mourners Call Board Game,Mourners Call is a 2-5 player board game that calls upon players to balance cooperative needs against their own ulterior motives.,692733778,347706.0,3907,2487889.0,75000,2,7,17,4,24,12,5,18,20,05,17,1518041956,1524586029,1526688000
38856,successful,Court of the Dead: Mourners Call Board Game,Mourners Call is a 2-5 player board game that calls upon players to balance cooperative needs against their own ulterior motives.,692733778,447027.11,5060,2487889.0,75000,2,7,17,4,24,12,5,18,20,03,14,1518041956,1524586029,1526688000
2611,live,UP - Card Game,"Easy to learn, deep enough to have strategy. Numbers/colors of cards great for ELL or any language students, and people of all ages.",2030325751,241.0,13,12781888.0,5000,2,7,18,5,11,18,6,10,18,05,17,1518044858,1526077437,1528669437
34467,successful,Devil's Dungeon II - The Resin Casts,"28/32mm scale miniatures, also featuring some epic looking scenery..The Devil's in the detail!",70504556,4792.0,109,30704.0,500,2,7,20,3,20,8,4,21,19,02,14,1518054274,1521548037,1524352980
38650,successful,Iskløft - Grim Viking 5E Campaign Setting,"Help me bring  this brutal, low fantasy, viking themed 5E campaign setting to life.",647709891,21314.01,581,560743.0,1500,2,7,23,5,1,11,6,3,21,03,14,1518064960,1525190269,1528074000
3491,live,Iskløft - Grim Viking 5E Campaign Setting,"Help me bring  this brutal, low fantasy, viking themed 5E campaign setting to life.",647709891,9913.01,271,560743.0,1500,2,7,23,5,1,11,6,3,21,05,17,1518064960,1525190269,1528074000
42254,successful,Rap Godz | The Hip Hop Strategy and Storytelling Board Game,"Be the next Rap God! Build your rap skills, money, street cred, and start beef with other rappers to get the most record sales plaques!",1335980296,26011.0,390,2458833.0,25000,2,8,0,8,22,8,9,21,23,04,18,1518068691,1534939514,1537588740
17925,live,Rap Godz | The Hip Hop Strategy and Storytelling Board Game,"Be the next Rap God! Build your rap skills, money, street cred, and start beef with other rappers to get the most record sales plaques!",1335980296,13385.0,233,2458833.0,25000,2,8,0,8,22,8,9,21,23,09,13,1518068691,1534939514,1537588740
36804,successful,Listit - Great Minds List Alike,A card game for mind readers. Witty & weird topics answered in lists of 5 where the only correct answers are shared with other players.,1084604774,110845.0,320,906057.0,80000,2,8,5,3,1,10,4,1,17,02,14,1518085587,1519916630,1522616400
43610,successful,The Villagers,"A new secret identity social deduction game in the vein of Werewolf or Mafia, set in plague times. You'll never trust anyone again!",1567037380,14813.0,986,2406080.0,1347,2,8,11,7,9,9,8,2,14,04,18,1518108300,1531142957,1533232800
8845,live,The Villagers,"A new secret identity social deduction game in the vein of Werewolf or Mafia, set in plague times. You'll never trust anyone again!",1567037380,7653.0,509,2406080.0,1347,2,8,11,7,9,9,8,2,14,07,12,1518108300,1531142957,1533232800
3525,live,"""INTO THE FOREST"" EXCLUSIVE RESIN KIT MINIATURES COLLECTION.","Exclusive miniatures collection  .Ready to assemble and paint, perfect for boardgames, painters & collectors.",1904281954,1519.0,16,766273.0,600,2,8,15,4,18,15,5,23,15,05,17,1518123489,1524080731,1527104731
37227,successful,"""INTO THE FOREST"" EXCLUSIVE RESIN KIT MINIATURES COLLECTION.","Exclusive miniatures collection  .Ready to assemble and paint, perfect for boardgames, painters & collectors.",1904281954,1804.0,19,766273.0,600,2,8,15,4,18,15,5,23,15,03,14,1518123489,1524080731,1527104731
11861,live,Q WORKSHOP Top Drawer Dice,A unique opportunity to get fancy dice for your every need!,1168478979,47948.0,1471,2459115.0,20000,2,9,6,8,14,12,9,13,12,08,16,1518174741,1534265985,1536857985
41483,successful,Q WORKSHOP Top Drawer Dice,A unique opportunity to get fancy dice for your every need!,1168478979,100406.0,2700,2459115.0,20000,2,9,6,8,14,12,9,13,12,04,18,1518174741,1534265985,1536857985
17090,live,Q WORKSHOP Top Drawer Dice,A unique opportunity to get fancy dice for your every need!,1168478979,96168.0,2645,2459115.0,20000,2,9,6,8,14,12,9,13,12,09,13,1518174741,1534265985,1536857985
30609,successful,"Off the Beaten Path, Desert Excursions","A minimum 26 page book, filled with one to two page adventures usable by any system. Based on the Patreon project by NomadGaming.",79349934,1235.0,130,2374155.0,500,2,9,8,2,9,10,2,19,16,01,17,1518184539,1518188849,1519075800
32484,successful,Liminal RPG,Liminal is a self-contained tabletop roleplaying game about people caught in-between the everyday modern world and world of magic.,2131903166,24068.5,838,34503.0,3500,2,9,9,2,27,7,3,29,7,01,17,1518187331,1519732998,1522321398
5224,live,Goblivion - A Solo/Co-Op Castle Siege Card Game,"Train your Army.
Protect your Castle.
Will you Survive the Invasion?",479258034,30384.29,620,3444.0,26000,2,9,10,5,28,11,6,27,11,06,14,1518189916,1527522304,1530114304
38860,successful,Goblivion - A Solo/Co-Op Castle Siege Card Game,"Train your Army.
Protect your Castle.
Will you Survive the Invasion?",479258034,41451.79,868,3444.0,26000,2,9,10,5,28,11,6,27,11,03,14,1518189916,1527522304,1530114304
36071,successful,"Launch Mode: a wise up, wisecracking career game","A wacky card game for the over-enthused, the under-employed, and everyone in between!",1713173747,40101.0,161,2463583.0,40000,2,9,16,4,11,11,5,21,11,02,14,1518211954,1523460481,1526916481
2125,live,"Launch Mode: a wise up, wisecracking career game","A wacky card game for the over-enthused, the under-employed, and everyone in between!",1713173747,34069.0,125,2463583.0,40000,2,9,16,4,11,11,5,21,11,05,17,1518211954,1523460481,1526916481
29749,successful,"City of Gears, a Game of Discovery, Development & Disruption","A unique steampunk-themed area control game of discovery, development and disruption for up to 4 players.",444777523,223642.0,3146,2486982.0,8000,2,9,17,2,20,12,3,15,18,01,17,1518215889,1519146227,1521151200
5195,live,THE SINGAPOREAN DREAM: A Singaporean Card Game,"The Singaporean Dream is a humourous & interactive card game that lets you pay, steal and sabo your way to be the perfect Singaporean.",480064625,16123.0,344,1062617.0,10000,2,10,0,5,25,21,6,29,12,06,14,1518239449,1527299778,1530288000
37414,successful,THE SINGAPOREAN DREAM: A Singaporean Card Game,"The Singaporean Dream is a humourous & interactive card game that lets you pay, steal and sabo your way to be the perfect Singaporean.",480064625,19984.0,422,1062617.0,10000,2,10,0,5,25,21,6,29,12,03,14,1518239449,1527299778,1530288000
7142,live,Quests & Encounters,Embark on strange adventures and complete unusual quests that will put you into downright dangerous and preposterous situations.,2082906182,3184.0,120,39228.0,22000,2,10,11,5,18,2,7,17,2,06,14,1518278582,1526625369,1531809369
10079,live,Quests & Encounters,Embark on strange adventures and complete unusual quests that will put you into downright dangerous and preposterous situations.,2082906182,4067.0,142,39228.0,22000,2,10,11,5,18,2,7,17,2,07,12,1518278582,1526625369,1531809369
29682,successful,Puppers & Doggos,A Bark! Woof! Ruff! Card Game,1697444128,353.0,10,2379574.0,100,2,10,12,2,19,18,2,26,18,01,17,1518285534,1519083372,1519688172
5540,live,Don't Let It Die,"Don't Let It Die is a re-playable, strategic cooperative experience where 1-4 players must survive and learn to start their own fire.",16987696,4677.01,101,2520077.0,20000,2,10,15,5,22,11,6,26,11,06,14,1518295038,1527004693,1530028693
31548,successful,"Meanders 3: Dungeons, Dragons & Dwarves",60+ New Expansions to the Meanders RPG Digital Map franchise inc. All New Interiors with Multiple Floors & Furnishing.,1990340731,4960.0,72,1103816.0,750,2,10,18,2,17,12,3,7,12,01,17,1518303881,1518889158,1520444358
41742,live,Paradise Lost,"Epic, fantasy deduction boardgame for 2-5 players.  Be a Hero, free our fables as you battle the Ice Witch & restore hope to the world.",30488657,14763.0,178,2357024.0,13999,2,10,22,4,9,11,5,10,12,04,18,1518319277,1554825307,1557504000
30222,successful,Help me build a DnD Fantasy World,I am working on creating a world for players to explore and need your help. I would like to make a tangible world that players can see.,626493834,1477.0,27,12779484.0,700,2,11,3,2,17,16,3,19,16,01,17,1518336375,1518903969,1521492369
40677,successful,Savage Worlds Sovereign Stone,This project brings Larry Elmore's Sovereign Stone to the Savage Worlds game system.,429370921,3527.0,92,12602146.0,500,2,11,6,5,2,17,6,1,17,03,14,1518348874,1525295877,1527887877
3286,live,Savage Worlds Sovereign Stone,This project brings Larry Elmore's Sovereign Stone to the Savage Worlds game system.,429370921,2676.0,60,12602146.0,500,2,11,6,5,2,17,6,1,17,05,17,1518348874,1525295877,1527887877
23970,live,Global Angler - The Exciting & Fun Fishing Board Game.,"Exploring The World Of Fishing -Can't Get Out Fishing - This Is The Next Best Thing - Play It, Love It And You'll Be Back For More!",1008744688,201.32,3,1100870.0,40000,2,11,8,11,13,2,12,13,2,11,15,1518356729,1542095077,1544687077
26921,live,Global Angler - The Exciting & Fun Fishing Board Game.,"Exploring The World Of Fishing -Can't Get Out Fishing - This Is The Next Best Thing - Play It, Love It And You'll Be Back For More!",1008744688,261.32,4,1100870.0,40000,2,11,8,11,13,2,12,13,2,12,13,1518356729,1542095077,1544687077
34185,successful,"Good Dog, Bad Zombie: A Cooperative Board Game","Bark, sniff, and lick your way through the apocalypse to save the hoomans you love!",1327325816,175080.0,2145,2379574.0,35000,2,11,10,3,13,10,4,12,21,02,14,1518361726,1520949675,1523581200
29912,successful,GM's DRESSING DICE - Dungeons,GM's DRESSING DICE is a perfect tool for Game Masters to use during their tabletop role-playing games!,1207826722,24875.0,629,2379574.0,6500,2,11,12,2,17,15,3,19,15,01,17,1518369208,1518901102,1521489502
36002,successful,"Sci-Fi Concept Cards | Instant Universe, Just Add H2O","Compact decks of Planets, Places and People for any science fiction RPG, game or story- which double up as uniquely geeky playing cards",1871502357,5544.0,244,12602158.0,3000,2,11,13,3,13,12,4,12,15,02,14,1518374075,1520956910,1523559600
32025,successful,Testudine Time Travelers,28mm scale miniatures for tabletop wargaming,128358574,703.0,21,2424339.0,600,2,11,15,2,11,21,3,13,21,01,17,1518381226,1518401369,1520989769
33161,successful,Architects of the West Kingdom,"Hire apprentices, construct the cathedral and develop the city in this unique worker placement game for 1-5 players.",1792365495,526052.2,5083,2351097.0,34000,2,11,18,3,13,5,4,4,23,02,14,1518392187,1520931602,1522897200
30794,successful,The Evolved! A 28mm Miniature Mech Tabletop Game,"Fast paced, alternating actions, objective focused, resource management, combo tactics, and in depth strategy with old school mechs",186776661,7768.0,19,2434562.0,7500,2,11,19,2,21,13,3,23,13,01,17,1518394900,1519236147,1521824547
32913,successful,RPG Alignments Hard Enamel Pins,Represent your chosen character alignment with our RPG Alignments Hard Enamel Pins!,42071300,3219.0,119,2364559.0,560,2,11,23,2,15,11,3,17,11,01,17,1518408422,1518713823,1521302223
34049,successful,5 Color Combo - Collector Gaming Playmats,"You enjoy games. You should Enjoy them even more. These are great for card games, dice games, and even as large mouse pads.",34039733,10040.0,202,2488117.0,3000,2,12,10,3,9,8,4,8,8,02,14,1518449470,1520603504,1523191904
34400,successful,Self-Standing Leather - Lite Dice Bags,A new series of dice bags featuring Easy Roller Dice Co. original art. Each bag closes easily and is designed to hold hundreds of dice!,874468269,36626.0,1033,2383660.0,1000,2,12,10,3,2,9,4,1,9,02,14,1518449964,1520000987,1522589387
7114,live,Wisdom of Solomon Board Game,"A strategic worker placement board game taking place in ancient Israel.  Buy, sell, build, and expand your way to victory!",1869681527,17691.0,275,2387565.0,10000,2,12,14,5,29,12,6,25,14,06,14,1518462515,1527612501,1529949600
41355,successful,Wisdom of Solomon Board Game,"A strategic worker placement board game taking place in ancient Israel.  Buy, sell, build, and expand your way to victory!",1869681527,27004.0,407,2387565.0,10000,2,12,14,5,29,12,6,25,14,04,18,1518462515,1527612501,1529949600
5616,live,Go Eco - Quite a Different Card Game,Go Eco is a card game for 2-6 environmentally minded players. Build food chains while neutralizing other player's ecosystems!,1305206359,4792.29,184,8676.0,3600,2,12,16,5,14,12,6,15,19,06,14,1518470314,1526313760,1529103600
38424,successful,Go Eco - Quite a Different Card Game,Go Eco is a card game for 2-6 environmentally minded players. Build food chains while neutralizing other player's ecosystems!,1305206359,5899.29,221,8676.0,3600,2,12,16,5,14,12,6,15,19,03,14,1518470314,1526313760,1529103600
5445,live,Human Nature: A strategic card game,A race for global domination. Will you be the victor?,1453243571,56.0,3,2488042.0,7500,2,13,0,6,11,23,7,11,23,06,14,1518501520,1528773207,1531365207
31642,successful,Extinction Event Campaign Guide for Champions Complete,"A science fiction campaign guide for transcendent humans in an alternate Earth shrouded in intrigue, conspiracies and covert spec ops",544864715,5267.0,90,2427032.0,4000,2,13,8,2,18,0,3,20,0,01,17,1518527998,1518930717,1521519117
30143,successful,The Game Master System by Dog Might,"An amazingly versatile tool box for every Game Master. Includes a Rolling Tray, GM Screen, Initiative Trackers, and Plexiglass Panels.",1077928679,63735.0,291,2354842.0,1000,2,13,10,2,13,12,2,27,14,01,17,1518535245,1518541363,1519758000
43526,live,The Witness Game project,The Witness Game was designed to assist the young & the young at heart with sharing the gospel of Jesus Christ in their communities,827970155,98.0,6,2487870.0,15000,2,13,12,4,1,15,5,31,15,04,18,1518544336,1554146422,1559330422
43913,successful,Cigar Box Battle Mats - Battle Mats for Miniature Gaming,Cigar Box Battle's second Kickstarter for our amazing 6x4 Battle Mats! We will feature lots of new designs and stretch goals! Game on!,950048343,36910.0,218,2457170.0,5000,2,13,13,6,13,22,7,15,22,04,18,1518546642,1528942933,1531707733
9611,live,Cigar Box Battle Mats - Battle Mats for Miniature Gaming,Cigar Box Battle's second Kickstarter for our amazing 6x4 Battle Mats! We will feature lots of new designs and stretch goals! Game on!,950048343,24550.0,162,2457170.0,5000,2,13,13,6,13,22,7,15,22,07,12,1518546642,1528942933,1531707733
6165,live,Cigar Box Battle Mats - Battle Mats for Miniature Gaming,Cigar Box Battle's second Kickstarter for our amazing 6x4 Battle Mats! We will feature lots of new designs and stretch goals! Game on!,950048343,1272.0,14,2457170.0,5000,2,13,13,6,13,22,7,15,22,06,14,1518546642,1528942933,1531707733
44457,successful,5th Evolution: New Genres for Your 5E Game!,"5th Evolution (5Evo) takes the wildly popular 5E game mechanics and applies them to new genres: super heroes, WW2, and 80s horror.",753544956,25589.0,797,2365646.0,5000,2,13,13,6,4,1,6,30,0,04,18,1518547437,1528088473,1530334740
6356,live,5th Evolution: New Genres for Your 5E Game!,"5th Evolution (5Evo) takes the wildly popular 5E game mechanics and applies them to new genres: super heroes, WW2, and 80s horror.",753544956,10672.0,302,2365646.0,5000,2,13,13,6,4,1,6,30,0,06,14,1518547437,1528088473,1530334740
34590,successful,Kickass Cossacks: miniatures for Fantasy Football team,"The second project from Gaspez-Arts. The Cossacks are coming and they ""kickass""!",1296830764,11102.0,120,20150549.0,4000,2,13,15,3,2,10,3,26,10,02,14,1518553224,1520005953,1522075953
17263,live,"Fund a new and fun card game, Gimme 5","I have created a brand new card game, called Gimme 5. Gimme 5 is a rummy-style card game nothing like you’ve ever played before.",344663032,1.0,1,2381228.0,2500,2,13,16,9,3,19,10,3,19,09,13,1518557266,1536017636,1538609636
32446,successful,The Arcane Ocean,"An epic adventure intended to take you from Levels 1-20, designed for use with 5th Edition and published under the OGL.",1911486918,275.0,37,2452078.0,60,2,13,16,2,14,13,3,16,13,01,17,1518557544,1518631453,1521219853
44444,successful,War Along the Great Lakes,Volume III in Worthington's WAR OF 1812 deluxe games.  Playable by 1 to 2 players in under 2 hours.,612596597,28039.0,221,2512636.0,5000,2,13,16,2,21,18,3,4,20,04,18,1518558440,1550791085,1551749400
29410,successful,Goblin Tower - Print and Play,Goblin Tower is a card and meeple worker placement game that focuses on strategy and simple play. Just $1 for the print and play!,1522202853,1571.0,1043,2448929.0,200,2,13,19,2,16,19,2,26,20,01,17,1518566439,1518827174,1519693200
38004,successful,The Pit: The Board Game!,4-Player Cooperative Dungeon Crawler in an Epic Sci-Fi Universe! Inspired by the cult classic video game!,1074983763,48359.29,383,9807.0,46000,2,13,20,5,10,13,6,10,21,03,14,1518571067,1525972185,1528678800
